,Age,Title,Event_text,BIO_ExtinctionIntensity (%),BIO_OriginationIntensity(%),BIO_Difference_Cubic,SEA_Modern land sea level  (C = 176.6 106km2/km),TEM_GAT,TEM_dT,CO2_pCO2 (ppm),O2_Mid O2%,O2_Range_Normalized,SR_87Sr/86Sr Mean,SR_Range_Normalized,LIP_LIP_PDF,MAG_INT_mean,MAG_INT_std,MAG_POL_FREQUENCY,MAG_POL_FREQUENCY.3,ZIR_Count_PDF_d18O,ZIR_Interpolated_mean_d18O,ZIR_Count_PDF_Hf,ZIR_Interpolated_mean_Hf
1895,157.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1896,157.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1897,157.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1898,157.10000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1899,157.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1900,157.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1901,156.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1902,156.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1903,156.85000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1904,156.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1905,156.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1906,156.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1907,156.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1908,156.60000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1909,156.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1910,156.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1911,156.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1912,156.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1913,156.35000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1914,156.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1915,156.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1916,156.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1917,156.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1918,156.10000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1919,156.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1920,156.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1921,155.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1922,155.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1923,155.85000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1924,155.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1925,155.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1926,155.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1927,155.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1928,155.60000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1929,155.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1930,155.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1931,155.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1932,155.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1933,155.35000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1934,155.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1935,155.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1936,155.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1937,155.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1938,155.10000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1939,155.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1940,155.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1941,154.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1942,154.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1943,154.85000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1944,154.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1945,154.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1946,154.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1947,154.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1948,154.60000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1949,154.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1950,154.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1951,154.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1952,154.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1953,154.35000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1954,154.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1955,154.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1956,154.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1957,154.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1958,154.10000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1959,154.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1960,154.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1961,153.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1962,153.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1963,153.85000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1964,153.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1965,153.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1966,153.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1967,153.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1968,153.60000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1969,153.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1970,153.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1971,153.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1972,153.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1973,153.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1974,153.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1975,153.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1976,153.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1977,153.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1978,153.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1979,153.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1980,153.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1981,152.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1982,152.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1983,152.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1984,152.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1985,152.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1986,152.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1987,152.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1988,152.6,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1989,152.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1990,152.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1991,152.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1992,152.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1993,152.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1994,152.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1995,152.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1996,152.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1997,152.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1998,152.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1999,152.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2000,152.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2001,151.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2002,151.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2003,151.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2004,151.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2005,151.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2006,151.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2007,151.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2008,151.6,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2009,151.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2010,151.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011,151.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012,151.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013,151.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2014,151.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2015,151.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2016,151.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2017,151.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2018,151.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2019,151.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2020,151.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2021,150.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2022,150.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2023,150.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2024,150.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2025,150.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2026,150.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2027,150.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2028,150.6,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2029,150.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2030,150.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2031,150.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2032,150.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2033,150.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2034,150.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2035,150.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2036,150.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2037,150.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2038,150.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2039,150.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2040,150.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2041,149.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2042,149.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2043,149.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2044,149.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2045,149.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2046,149.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2047,149.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2048,149.6,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2049,149.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2050,149.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2051,149.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2052,149.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2053,149.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2054,149.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2055,149.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2056,149.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2057,149.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2058,149.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2059,149.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2060,149.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2061,148.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2062,148.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2063,148.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2064,148.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2065,148.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2066,148.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2067,148.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2068,148.6,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2069,148.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2070,148.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2071,148.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2072,148.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2073,148.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2074,148.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2075,148.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2076,148.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2077,148.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2078,148.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2079,148.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2080,148.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2081,147.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2082,147.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2083,147.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2084,147.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2085,147.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2086,147.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2087,147.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2088,147.6,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2089,147.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2090,147.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2091,147.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2092,147.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2093,147.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2094,147.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2095,147.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2096,147.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2097,147.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2098,147.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2099,147.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2100,147.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2101,146.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2102,146.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2103,146.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2104,146.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2105,146.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2106,146.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2107,146.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2108,146.6,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2109,146.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2110,146.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2111,146.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2112,146.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2113,146.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2114,146.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2115,146.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2116,146.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2117,146.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2118,146.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2119,146.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2120,146.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2121,145.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2122,145.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2123,145.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2124,145.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2125,145.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2126,145.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2127,145.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2128,145.6,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2129,145.55,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2130,145.5,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2131,145.45000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2132,145.4,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2133,145.35,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2134,145.3,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2135,145.25,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2136,145.20000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2137,145.15,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2138,145.1,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2139,145.05,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2140,145.0,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2141,144.95000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2142,144.9,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2143,144.85,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2144,144.8,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2145,144.75,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2146,144.70000000000005,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2147,144.65,Jura, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
