Age,BIO_AllGenera,BIO_ExtinctionIntensity (%),BIO_OriginationIntensity(%),BIO_Difference_Cubic,BIO_Difference_Cycle62,SEA_Modern land sea level  (C = 176.6 106km2/km),TEM_GAT,TEM_dT,CO2_pCO2 (ppm),O2_Mid O2%,O2_Range_Normalized,SR_87Sr/86Sr Mean,SR_Range_Normalized,LIP_LIP_PDF,MAG_INT_mean,MAG_INT_std,ZIR_Count_PDF_d18O,ZIR_Interpolated_mean_d18O,ZIR_Count_PDF_Hf,ZIR_Interpolated_mean_Hf
182.45,0.13271588959455802,0.1656834437824577,0.3549218049739796,0.7181535126613461,0.7898346553223592,0.11914294371272666,0.367404082340254,0.2501863334390371,0.14438385269121815,0.20437528789457868,0.5609338862589621,0.12942806100224052,0.06209413948242813,0.2000000000000001,0.22049855681916267,0.18961196171033146,0.02181817705441297,0.7166934734183928,0.2906756968592511,0.4853513470794689
182.4,0.1327686642787627,0.16418381814126867,0.353252440389392,0.7179603901862253,0.7896979159026373,0.11874575463517854,0.3691446938458639,0.24873122839716014,0.14393767705382438,0.20535394150805794,0.5610625316241445,0.13004847430778738,0.04449839240435553,0.2000000000000001,0.22050438808254705,0.1899036010255159,0.02199134172935068,0.7158903163491418,0.2908108345655026,0.4855859911176012
182.35,0.1328214389629674,0.16268419250007965,0.3515830758048046,0.7177672677111046,0.7895611764829154,0.11834856555763044,0.37088530535147385,0.24727612335528326,0.1434915014164306,0.20633259512153693,0.561191176989327,0.1305992493851606,0.04455114468384574,0.2000000000000001,0.22053103650289,0.18997347950431076,0.022164506404288388,0.7150871593305465,0.29094597227175417,0.4858206351557335
182.3,0.13287421364717214,0.1611845668588906,0.34991371122021697,0.7175741452359838,0.7894244370631934,0.11795137648008233,0.372625916857084,0.2458210183134063,0.14304532577903686,0.2073112487350162,0.5613198223545094,0.13115002446253382,0.04460389696333714,0.2000000000000001,0.2205576849232329,0.19004335798310554,0.02233767107922609,0.7142840023119509,0.2910811099780057,0.4860552791938658
182.25,0.13292698833137684,0.15968494121770158,0.3482443466356295,0.7173810227608632,0.7892876976434716,0.11755418740253422,0.3743665283626941,0.24436591327152915,0.14259915014164307,0.2082899023484952,0.5614484677196918,0.13169446879189126,0.04465604289478828,0.2000000000000001,0.2206082435085191,0.19011952124219395,0.02251081730294644,0.7134808452933555,0.291216215653514,0.4862899232319982
182.2,0.13297976301558154,0.15818531557651255,0.3465749820510419,0.7171879002857425,0.7891509582237496,0.1171569983249861,0.3761071398683041,0.24291080822965225,0.14215297450424932,0.20926855596197425,0.5615771130848742,0.13218193638910666,0.04840131009540894,0.2000000000000001,0.2206621575402096,0.1901880886365159,0.02268398197788415,0.7126776882241046,0.2913513533597655,0.4865245672701304
182.15,0.1330325376997863,0.15668568993532353,0.3449056174664544,0.7169947778106218,0.7890142188040277,0.116759809247438,0.377847751373914,0.2414557031877753,0.1417067988668555,0.21024720957545348,0.5617057584500568,0.13266940398632202,0.052146577296029596,0.2000000000000001,0.22071607157190015,0.1902566560308378,0.022857146652821857,0.7118745311548536,0.29148649106601704,0.4867592113082628
182.1,0.133085312383991,0.1551860642941345,0.3432362528818669,0.7168016553355012,0.7888774793843057,0.11636262016988992,0.3795883628795241,0.2400005981458981,0.14126062322946173,0.2112258631889325,0.5618344038152392,0.13311888709544267,0.05773749560610135,0.2000000000000001,0.22081234170848105,0.1903041628248281,0.023030311327759564,0.7110713741362581,0.29162162877226866,0.4869938553463951
182.05,0.13313808706819572,0.15368643865294548,0.3415668882972794,0.7166085328603804,0.7887407399645839,0.1159654310923418,0.3813289743851343,0.2385454931040212,0.140814447592068,0.21220451680241176,0.5619630491804216,0.13356837020456336,0.06332841392028005,0.2000000000000001,0.2209086118450619,0.1903516696188184,0.023203476002697274,0.7102682171176626,0.2917567664785202,0.4872284993845274
182.0,0.13319086175240044,0.15218681301175646,0.33989752371269183,0.7164154103852597,0.788604000544862,0.11556824201479368,0.38306958589074425,0.23709038806214425,0.14036827195467422,0.2131831704158908,0.562091694545604,0.13401152256566826,0.06521811291847071,0.2000000000000001,0.2210285843117383,0.1903841383090095,0.02337662222641762,0.7094650600990674,0.29189187215402834,0.4874631434226596
181.95,0.13319086175240044,0.15218681301175646,0.33989752371269183,0.7162419942851512,0.7884043924264174,0.11517105293724555,0.3851564965344533,0.2354677078032931,0.13992209631728045,0.21533319861565564,0.5623851461030167,0.1344610056747889,0.06433753631367875,0.2000000000000001,0.2211540866983337,0.19043090121342887,0.023549786901355327,0.708661903080472,0.29202700986028,0.4876977874607921
181.9,0.13319086175240044,0.15218681301175646,0.33989752371269183,0.716068578185043,0.7882047843079728,0.11477386385969747,0.3872434071781624,0.2338450275444419,0.13947592067988668,0.2174832268154205,0.5626785976604293,0.1349104887839096,0.06345695970683633,0.2000000000000001,0.22127958908492915,0.19047766411784825,0.02372295157629304,0.7078587460618766,0.2921621475665315,0.4879324314989244
181.85,0.13319086175240044,0.15218681301175646,0.33989752371269183,0.7158951620849345,0.7880051761895279,0.11437667478214936,0.3893303178218716,0.23222234728559074,0.1390297450424929,0.21963325501518535,0.5629720492178418,0.13534889308400266,0.0588747090229796,0.2000000000000001,0.22142197694375348,0.1905821849488769,0.023896116251230743,0.7070555889926255,0.2922972852727831,0.4881670755370567
181.8,0.13319086175240044,0.15218681301175646,0.33989752371269183,0.7157217459848261,0.7878055680710834,0.11397948570460124,0.39141722846558064,0.2305996670267397,0.13858356940509914,0.22178328321495025,0.5632655007752543,0.1357872973840957,0.0542924583391265,0.2000000000000001,0.22156436480257785,0.1906867057799056,0.02406928092616845,0.7062524319233745,0.29243242297903466,0.48840171957518896
181.75,0.13319086175240044,0.15218681301175646,0.33989752371269183,0.7155483298847178,0.7876059599526388,0.11358229662705314,0.3935041391092898,0.2289769867678885,0.1381373937677054,0.22393331141471512,0.5635589523326668,0.1361418192729796,0.05247915919398931,0.2000000000000001,0.22172515787618494,0.1908774153282774,0.0242424271498888,0.7054492749047792,0.2925675927160296,0.4886363636133213
181.7,0.13319086175240044,0.15218681301175646,0.33989752371269183,0.7153749137846094,0.7874063518341942,0.11318510754950505,0.3955910497529989,0.2273543065090374,0.13769121813031165,0.22608333961448002,0.5638524038900795,0.1367495710824949,0.04883879020430999,0.2000000000000001,0.2218995294931657,0.19103788350884968,0.024415591824826503,0.7046461178861837,0.2927027304222811,0.4888710076514535
181.65,0.13319086175240044,0.15218681301175646,0.33989752371269183,0.7152014976845009,0.7872067437157495,0.11278791847195692,0.39767796039670794,0.22573162625018625,0.13724504249291786,0.2282333678142449,0.5641458554474922,0.13735732289201014,0.045198421216682334,0.2000000000000001,0.22207390111014644,0.19119835168942195,0.024588756499764216,0.7038429608675884,0.29283786812853263,0.489105651689586
